,Neighbourhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
239,Bromley,51.60149176873691,-0.06672039097267951,Big Bowl Noodle,51.589042849122144,-0.07980500882754867,Chinese Restaurant
240,Bromley,51.60149176873691,-0.06672039097267951,The Chocolate Box,51.59852252353273,-0.0801799071855758,Grocery Store / Supermarket
241,Bromley,51.60149176873691,-0.06672039097267951,Lordship Recreation Ground,51.59368685804906,-0.08843941681741962,Park
242,Bromley,51.60149176873691,-0.06672039097267951,Blighty,51.58573159132334,-0.07163909806724605,Coffee Shop
243,Bromley,51.60149176873691,-0.06672039097267951,McDonald's,51.612344,-0.064719,Fast Food Restaurant
244,Bromley,51.60149176873691,-0.06672039097267951,Coal City,51.6112643134827,-0.06520470580595052,African Restaurant
245,Bromley,51.60149176873691,-0.06672039097267951,Antepli Dürümcüsü,51.61459503685665,-0.06640363152377499,Turkish Restaurant
246,Bromley,51.60149176873691,-0.06672039097267951,Walthamstow Wetlands,51.585510254017606,-0.05403551522370211,Nature Preserve
247,Bromley,51.60149176873691,-0.06672039097267951,Subway,51.61346670751143,-0.0648190926250436,Fast Food Restaurant
248,Bromley,51.60149176873691,-0.06672039097267951,True Craft,51.58445489886479,-0.07591454430989134,Pub
249,Bromley,51.60149176873691,-0.06672039097267951,Enjoy Cafe,51.591462535117195,-0.06995483088182754,Café
250,Camden,51.5524070805861,-0.12494903922837378,Bread by Bike,51.5495654744525,-0.13015996991066536,Bakery
251,Camden,51.5524070805861,-0.12494903922837378,Pleasance Theatre,51.54887995095318,-0.12155653786726045,Concert Hall
252,Camden,51.5524070805861,-0.12494903922837378,The Rose & Crown,51.55038709182784,-0.1327873292889154,Comedy Club
253,Camden,51.5524070805861,-0.12494903922837378,The Lord Stanley,51.54720862909893,-0.12950765994037047,Pub
254,Camden,51.5524070805861,-0.12494903922837378,Big Sky Studios,51.54462427778963,-0.12272765498454374,Photography Studio
255,Camden,51.5524070805861,-0.12494903922837378,Crystal Charcoal Restaurant,51.55925216071889,-0.12151717572818416,Fast Food Restaurant
256,Camden,51.5524070805861,-0.12494903922837378,Waterfall Kebab House,51.559005802407796,-0.12116869162334,Eastern European Restaurant
257,Camden,51.5524070805861,-0.12494903922837378,The Swimmer at the Grafton Arms,51.559610569684814,-0.11946995169084994,Pub
258,Camden,51.5524070805861,-0.12494903922837378,Zen Washoku,51.55845938110621,-0.11803110077917482,Sushi Restaurant
259,Camden,51.5524070805861,-0.12494903922837378,Tufnell Park Tavern,51.557538601439134,-0.1321214446589845,Bar
260,Camden,51.5524070805861,-0.12494903922837378,Chicks on Fire,51.55933405075764,-0.12031635300932779,Fried Chicken Joint
261,Camden,51.5524070805861,-0.12494903922837378,Azuma,51.557034,-0.11840075,Ramen Restaurant
262,Camden,51.5524070805861,-0.12494903922837378,Korova,51.55791016076799,-0.1321091169825144,Eastern European Restaurant
263,Camden,51.5524070805861,-0.12494903922837378,The Pineapple,51.552963497078046,-0.13954805106500917,Pub
264,Camden,51.5524070805861,-0.12494903922837378,Toni & Guy,51.558074775701826,-0.11970368365944223,Health and Beauty Service
265,Camden,51.5524070805861,-0.12494903922837378,Poundland,51.55896184661738,-0.117703378200531,Discount Store
266,Camden,51.5524070805861,-0.12494903922837378,Meat N W 5,51.55626,-0.138592,Butcher
267,Camden,51.5524070805861,-0.12494903922837378,Ruby Violet,51.555598,-0.139232,Ice Cream Parlor
268,Camden,51.5524070805861,-0.12494903922837378,Nambucca,51.56099,-0.123703,Night Club
269,Camden,51.5524070805861,-0.12494903922837378,Queen of Sheba,51.552153637497774,-0.14107521017058364,African Restaurant
270,Camden,51.5524070805861,-0.12494903922837378,Rustique,51.556239965397495,-0.13877449817385137,Café
271,Camden,51.5524070805861,-0.12494903922837378,Patron,51.552587506749056,-0.14113227046502513,French Restaurant
272,Camden,51.5524070805861,-0.12494903922837378,Saint Espresso & Kitchen,51.55103831843475,-0.14061394736481947,Coffee Shop
273,Camden,51.5524070805861,-0.12494903922837378,The Owl and the Hitchhiker,51.56054600509186,-0.12357425135421742,Pub
274,Camden,51.5524070805861,-0.12494903922837378,Bean About Town,51.550822430609685,-0.14067916303850964,Café
275,Camden,51.5524070805861,-0.12494903922837378,Kitchen,51.55954689743925,-0.11429315583745453,Café
276,Camden,51.5524070805861,-0.12494903922837378,Pizza Da Milano,51.56182692351452,-0.12502389343004905,Pizzeria
277,Camden,51.5524070805861,-0.12494903922837378,The Tollington,51.55776428378744,-0.11268503812114174,Pub
278,Camden,51.5524070805861,-0.12494903922837378,Hana,51.5612343911283,-0.1131232290203906,Sushi Restaurant
279,Camden,51.5524070805861,-0.12494903922837378,Girasole,51.561165,-0.112926,Restaurant
280,Camden,51.5524070805861,-0.12494903922837378,Theatre of Wine,51.56069606835941,-0.13716304827243905,Liquor Store
281,Camden,51.5524070805861,-0.12494903922837378,The Landseer,51.56282484735254,-0.12280060795238865,Pub
282,Camden,51.5524070805861,-0.12494903922837378,Nid Ting Thai Restaurant,51.562178688868876,-0.12586959372158413,Thai Restaurant
283,Camden,51.5524070805861,-0.12494903922837378,Whittington Park,51.56247084656647,-0.12775584411084162,Park
284,Camden,51.5524070805861,-0.12494903922837378,North Nineteen,51.56457467013532,-0.1217287904759276,Pub
285,Camden,51.5524070805861,-0.12494903922837378,St John's Tavern,51.56292435212486,-0.1357319544679943,Bar
286,Camden,51.5524070805861,-0.12494903922837378,Subway,51.558647089233816,-0.11751545025617816,Fast Food Restaurant
287,Camden,51.5524070805861,-0.12494903922837378,The Hideaway,51.561020793396445,-0.13701048873600882,Lounge
288,Camden,51.5524070805861,-0.12494903922837378,Nuraghe,51.55779130098613,-0.13900796025135378,Pizzeria
289,Camden,51.5524070805861,-0.12494903922837378,The Lord Palmerston,51.559424352398565,-0.1403913422866717,Pub
290,Camden,51.5524070805861,-0.12494903922837378,The Spoke,51.56361607916162,-0.12838852170131432,Burger Joint
291,Camden,51.5524070805861,-0.12494903922837378,Le Rif,51.561935,-0.111211,Bistro
292,Camden,51.5524070805861,-0.12494903922837378,Round Square Restaurant,51.56045578407981,-0.11461890926863436,Chinese Restaurant
293,Camden,51.5524070805861,-0.12494903922837378,Rusty Bike Cafe,51.56368,-0.11846848,Café
294,Camden,51.5524070805861,-0.12494903922837378,Hot Wok Kitchen,51.56492204508801,-0.1328213117563894,Asian Restaurant
295,Camden,51.5524070805861,-0.12494903922837378,Bread and Bean,51.56458259855817,-0.1350181297050019,Coffee Shop
296,Camden,51.5524070805861,-0.12494903922837378,Regent's Canal,51.541130539543104,-0.13963580131530762,Canal
297,Camden,51.5524070805861,-0.12494903922837378,Cricks Corner,51.563154464737124,-0.14062298415308833,Coffee Shop
298,Camden,51.5524070805861,-0.12494903922837378,Oak & Pastor,51.562407222092716,-0.13629851431662507,Pub
299,Camden,51.5524070805861,-0.12494903922837378,Akdeniz Food Market,51.56226128611049,-0.11041872127959249,Convenience Store
300,Croydon,51.59347998518194,-0.08341996934424856,Lordship Recreation Ground,51.59368685804906,-0.08843941681741962,Park
301,Croydon,51.59347998518194,-0.08341996934424856,Neighbours Fish Bar,51.59369384486426,-0.07836153116343605,Fish and Chips Shop
302,Croydon,51.59347998518194,-0.08341996934424856,Big Bowl Noodle,51.589042849122144,-0.07980500882754867,Chinese Restaurant
303,Croydon,51.59347998518194,-0.08341996934424856,Downhills Park Cafe,51.58946950167248,-0.08960723876953125,Urban Park
304,Croydon,51.59347998518194,-0.08341996934424856,Bernie Grant Arts Centre,51.5896881128506,-0.0768418300599425,Music Venue
305,Croydon,51.59347998518194,-0.08341996934424856,Forks & Green,51.586403328879335,-0.08765687371060188,Coffee Shop
306,Croydon,51.59347998518194,-0.08341996934424856,The Banc,51.58625221940566,-0.08877406538516659,Fast Food Restaurant
307,Croydon,51.59347998518194,-0.08341996934424856,True Craft,51.58445489886479,-0.07591454430989134,Pub
308,Croydon,51.59347998518194,-0.08341996934424856,Coco Lounge,51.58607411718888,-0.08994725716862915,Lounge
309,Croydon,51.59347998518194,-0.08341996934424856,Bom Pecado,51.58485253613879,-0.07720801851947422,Bakery
310,Croydon,51.59347998518194,-0.08341996934424856,Sainsbury's Local,51.597776691125176,-0.09167945166966396,Convenience Store
311,Croydon,51.59347998518194,-0.08341996934424856,Tottenham Green Market,51.587774349786756,-0.07151384018006374,Grocery Store / Supermarket
312,Croydon,51.59347998518194,-0.08341996934424856,Blighty,51.58573159132334,-0.07163909806724605,Coffee Shop
313,Croydon,51.59347998518194,-0.08341996934424856,Durak Tantuni,51.586307164879756,-0.09486419745664967,"Cafes, Coffee, and Tea Houses"
314,Croydon,51.59347998518194,-0.08341996934424856,Expa,51.58970582385818,-0.07682945044296242,Grocery Store / Supermarket
315,Croydon,51.59347998518194,-0.08341996934424856,The Chocolate Box,51.59852252353273,-0.0801799071855758,Grocery Store / Supermarket
316,Croydon,51.59347998518194,-0.08341996934424856,Autograf Restaurant,51.58764224979119,-0.0991901767019941,Eastern European Restaurant
317,Croydon,51.59347998518194,-0.08341996934424856,El Botellon,51.58578823524227,-0.07159127958191461,Latin American Restaurant
318,Croydon,51.59347998518194,-0.08341996934424856,Umut Ocakbasi Restaurant,51.586163476183074,-0.09126786428561788,Turkish Restaurant
319,Croydon,51.59347998518194,-0.08341996934424856,Pueblito Paisa Cafe,51.58322413331008,-0.07252303796833388,South American Restaurant
320,Croydon,51.59347998518194,-0.08341996934424856,Tesco Express,51.59005404992656,-0.09287625017622407,Grocery Store / Supermarket
321,Croydon,51.59347998518194,-0.08341996934424856,Chestnuts Park,51.581911388826136,-0.08986922959800246,Park
322,Croydon,51.59347998518194,-0.08341996934424856,Jam in a Jar,51.584478864038225,-0.1001701990169748,Concert Hall
323,Croydon,51.59347998518194,-0.08341996934424856,Sainsbury's Local,51.58387451208381,-0.07316668292538075,Convenience Store
324,Croydon,51.59347998518194,-0.08341996934424856,Spurs & NFL Shop,51.60304558077478,-0.0675809383392334,Sporting Goods Retail
325,Croydon,51.59347998518194,-0.08341996934424856,K K McCools,51.58630149926564,-0.08893400430679321,Bar
326,Croydon,51.59347998518194,-0.08341996934424856,The Fountain,51.58519462885312,-0.07939277009902637,Pub
327,Croydon,51.59347998518194,-0.08341996934424856,Tottenham Hotspur Stadium,51.60443557521558,-0.0662076473236084,Stadium
328,Croydon,51.59347998518194,-0.08341996934424856,Bun & Bar,51.58276059450603,-0.09977649163850395,Wine Bar
329,Croydon,51.59347998518194,-0.08341996934424856,Domino's Pizza,51.58862037130665,-0.07073387177558743,Pizzeria
330,Croydon,51.59347998518194,-0.08341996934424856,Harringay Local Store,51.583983987576104,-0.10004286416375989,Organic Grocery
331,Croydon,51.59347998518194,-0.08341996934424856,The Goal Line Bar,51.60273749862454,-0.06600267721296404,Sports Bar
332,Croydon,51.59347998518194,-0.08341996934424856,Jashan,51.58982169127396,-0.10535899508366958,Indian Restaurant
333,Croydon,51.59347998518194,-0.08341996934424856,Double Apple,51.589364527248954,-0.10589693907221408,Café
334,Croydon,51.59347998518194,-0.08341996934424856,Koyum,51.603908920118876,-0.06794429884991947,Fast Food Restaurant
335,Croydon,51.59347998518194,-0.08341996934424856,The Salisbury Hotel,51.582311421667306,-0.09935751241485918,Hotel Bar
336,Croydon,51.59347998518194,-0.08341996934424856,Yasar Halim,51.581020759548224,-0.09944300432408418,Bakery
337,Croydon,51.59347998518194,-0.08341996934424856,Gokyuzu Restaurant,51.580509908210054,-0.0992588599367196,Turkish Restaurant
338,Croydon,51.59347998518194,-0.08341996934424856,Hala Restaurant,51.580330391780336,-0.09926999832254388,Halal Restaurant
339,Croydon,51.59347998518194,-0.08341996934424856,Brouhaha,51.58116691892197,-0.09953551278604558,Bar
340,Croydon,51.59347998518194,-0.08341996934424856,Beavertown Tottenham Microbrewery and Taproom,51.60283191090859,-0.06543867613800103,Brewery
341,Croydon,51.59347998518194,-0.08341996934424856,Kervan Restaurant,51.59520140293486,-0.10889865078090039,Halal Restaurant
342,Croydon,51.59347998518194,-0.08341996934424856,Antepliler Doner,51.579477699798495,-0.09900865749643388,"Cafes, Coffee, and Tea Houses"
343,Croydon,51.59347998518194,-0.08341996934424856,Agora Greek Bakery,51.588674,-0.109644,Bakery
344,Croydon,51.59347998518194,-0.08341996934424856,The West Green Tavern,51.58544210627614,-0.07465550413080457,Pub
345,Croydon,51.59347998518194,-0.08341996934424856,Music & Beans,51.579910854631095,-0.09926242143637126,Café
346,Croydon,51.59347998518194,-0.08341996934424856,Ezra's Kitchen,51.59533687409115,-0.10899176464834563,American Restaurant
347,Croydon,51.59347998518194,-0.08341996934424856,The Dusty Knuckle,51.578878,-0.099219,Bakery
348,Croydon,51.59347998518194,-0.08341996934424856,Costa Coffee,51.583941759514644,-0.07237672883165543,Coffee Shop
349,Croydon,51.59347998518194,-0.08341996934424856,Sainsbury's Local,51.6002834,-0.0681425,Convenience Store
350,Ealing,51.50824769663427,-0.3051999305864683,Santa Maria,51.507971617683324,-0.3051081786459728,Pizzeria
351,Ealing,51.50824769663427,-0.3051999305864683,Red Lion,51.507980087353026,-0.305079706709468,Pub
352,Ealing,51.50824769663427,-0.3051999305864683,Abbotshill Wine Bar & Deli,51.50734193552085,-0.3051310258337937,Wine Bar
353,Ealing,51.50824769663427,-0.3051999305864683,Bee Hive,51.51043536292622,-0.3054168881695007,Café
354,Ealing,51.50824769663427,-0.3051999305864683,Tiramisu,51.507634,-0.305282,Italian Restaurant
355,Ealing,51.50824769663427,-0.3051999305864683,Butlers Thai Cafe,51.50755964,-0.30510471,Thai Restaurant
356,Ealing,51.50824769663427,-0.3051999305864683,Ealing Green Church,51.50974152567615,-0.3054421557055152,Park
357,Ealing,51.50824769663427,-0.3051999305864683,The Walpole,51.50601590210999,-0.3050696499383961,English Restaurant
358,Ealing,51.50824769663427,-0.3051999305864683,Ealing Studios,51.50877621765304,-0.3068533522544015,Concert Hall
359,Ealing,51.50824769663427,-0.3051999305864683,Walpole Park,51.5089561407416,-0.31023502349853516,Park
360,Ealing,51.50824769663427,-0.3051999305864683,The Moon & Maybe,51.505241,-0.305472,Café
361,Ealing,51.50824769663427,-0.3051999305864683,Farm W5,51.510819425330084,-0.30546639561454786,Café
362,Ealing,51.50824769663427,-0.3051999305864683,The Castle Inn,51.50620054153868,-0.305384750314488,Pub
363,Ealing,51.50824769663427,-0.3051999305864683,The Drapers Arms,51.51160610528962,-0.3051631153702525,Bakery
364,Ealing,51.50824769663427,-0.3051999305864683,Pitzhanger Manor Gallery & House,51.511170008332414,-0.30674951530581124,Art Gallery
365,Ealing,51.50824769663427,-0.3051999305864683,Turtle Bay,51.512064951366,-0.3047376821715376,Caribbean Restaurant
366,Ealing,51.50824769663427,-0.3051999305864683,Piccola Italia,51.510843394899524,-0.30555058055258794,Italian Restaurant
367,Ealing,51.50824769663427,-0.3051999305864683,The Kings Arms,51.510980757285154,-0.30200267407363746,Hotel
368,Ealing,51.50824769663427,-0.3051999305864683,Amorino,51.51121,-0.30512375,Ice Cream Parlor
369,Ealing,51.50824769663427,-0.3051999305864683,Osteria Del Portico,51.511353687180716,-0.30487664058713415,Italian Restaurant
370,Ealing,51.50824769663427,-0.3051999305864683,"The Rose & Crown, Ealing",51.5040792383512,-0.305905960447717,Bar
371,Ealing,51.50824769663427,-0.3051999305864683,Munson's,51.50494801017408,-0.30538982521923547,Café
372,Ealing,51.50824769663427,-0.3051999305864683,Franco Manca,51.5129934137107,-0.30686126557639765,Pizzeria
373,Ealing,51.50824769663427,-0.3051999305864683,The Questors Theatre,51.5113099969586,-0.3094365232695669,Concert Hall
374,Ealing,51.50824769663427,-0.3051999305864683,Artisan Coffee,51.513023912109674,-0.3066550602357168,Bakery
375,Ealing,51.50824769663427,-0.3051999305864683,The Grapevine Club,51.511320287503686,-0.30938829577122823,Bar
376,Ealing,51.50824769663427,-0.3051999305864683,Crispins Wine Bar,51.511086595783965,-0.30545732401269465,Wine Bar
377,Ealing,51.50824769663427,-0.3051999305864683,As Nature Intended,51.511884350602486,-0.3049146716450452,Organic Grocery
378,Ealing,51.50824769663427,-0.3051999305864683,Pho,51.51320035133909,-0.30625012038676847,Restaurant
379,Ealing,51.50824769663427,-0.3051999305864683,Cafe Zee,51.513081223055934,-0.305079588934916,Coffee Shop
380,Ealing,51.50824769663427,-0.3051999305864683,Gail's Bakery,51.513072,-0.305804,Bakery
381,Ealing,51.50824769663427,-0.3051999305864683,Tetote Factory,51.50410219605833,-0.30675830329897086,Bakery
382,Ealing,51.50824769663427,-0.3051999305864683,La Rueda,51.512393951416016,-0.3060426115989685,Spanish Restaurant
383,Ealing,51.50824769663427,-0.3051999305864683,Tonkotsu Ealing,51.513039,-0.305932,Ramen Restaurant
384,Ealing,51.50824769663427,-0.3051999305864683,Pho Saigon,51.51178395237575,-0.3059642772273898,Vietnamese Restaurant
385,Ealing,51.50824769663427,-0.3051999305864683,Honest Burgers Ealing,51.51265649917848,-0.30715807584124377,Burger Joint
386,Ealing,51.50824769663427,-0.3051999305864683,Soane's Kitchen,51.510886,-0.307058,Restaurant
387,Ealing,51.50824769663427,-0.3051999305864683,The Grange,51.5082746187267,-0.2963141891639316,Pub
388,Ealing,51.50824769663427,-0.3051999305864683,Waterstones,51.51239479152189,-0.30314562255326344,Bookstore
389,Ealing,51.50824769663427,-0.3051999305864683,Lammas Park,51.50344015477113,-0.31197309494018555,Park
390,Ealing,51.50824769663427,-0.3051999305864683,BrewDog Ealing,51.51370679999999,-0.307176,Beer Bar
391,Ealing,51.50824769663427,-0.3051999305864683,Sowa Restaurant,51.512120539522755,-0.3048168127194646,Eastern European Restaurant
392,Ealing,51.50824769663427,-0.3051999305864683,Pret a Manger,51.51295730393433,-0.304616584889259,Fast Food Restaurant
393,Ealing,51.50824769663427,-0.3051999305864683,Pasta Remoli - Ealing Broadway,51.513472,-0.306686,Italian Restaurant
394,Ealing,51.50824769663427,-0.3051999305864683,Harris & Hoole,51.513619971471485,-0.303357225818512,Coffee Shop
395,Ealing,51.50824769663427,-0.3051999305864683,Wagamama,51.5121915,-0.3045358,Japanese Restaurant
396,Ealing,51.50824769663427,-0.3051999305864683,TK Maxx,51.513892180645875,-0.30417980118397686,Department Store
397,Ealing,51.50824769663427,-0.3051999305864683,Wasabi,51.51259470572292,-0.3042836434963614,Sushi Restaurant
398,Ealing,51.50824769663427,-0.3051999305864683,Zayka,51.504093,-0.306885,Indian Restaurant
399,Ealing,51.50824769663427,-0.3051999305864683,No 17 Dickens Yard,51.513652,-0.305501,Gastropub
400,Enfield,51.54002362151675,-0.07750215374723571,Berber & Q,51.536882,-0.07581,African Restaurant
401,Enfield,51.54002362151675,-0.07750215374723571,Regent's Canal,51.5369663429994,-0.08137531914632064,Landmarks and Outdoors
402,Enfield,51.54002362151675,-0.07750215374723571,Turning Earth Ceramics,51.534347376032,-0.07558701175475202,Arts and Entertainment
403,Enfield,51.54002362151675,-0.07750215374723571,Newcomer Wines,51.54624742143667,-0.07490961580835062,Gourmet Store
404,Enfield,51.54002362151675,-0.07750215374723571,Rosemary Branch,51.53740940546848,-0.086802106095955,Music Venue
405,Enfield,51.54002362151675,-0.07750215374723571,Dalston Eastern Curve Garden,51.546549604832705,-0.0740193006300266,Park
406,Enfield,51.54002362151675,-0.07750215374723571,The Dusty Knuckle Bakery,51.54712079077427,-0.07405400804332045,Bakery
407,Enfield,51.54002362151675,-0.07750215374723571,Howl at the Moon,51.53303804892763,-0.07996636583662504,Music Venue
408,Enfield,51.54002362151675,-0.07750215374723571,7 Seasons,51.532271497907715,-0.08022218942642212,Beer Store
409,Enfield,51.54002362151675,-0.07750215374723571,Fabrique,51.532036,-0.07566042,Bakery
410,Enfield,51.54002362151675,-0.07750215374723571,Shoreditch Park,51.534550655275076,-0.08648514747619629,Park
411,Enfield,51.54002362151675,-0.07750215374723571,Brunswick East,51.549168,-0.07678299999999999,Bakery
412,Enfield,51.54002362151675,-0.07750215374723571,BunBunBun Vietnamese Food,51.53093012782418,-0.07708444328536329,Asian Restaurant
413,Enfield,51.54002362151675,-0.07750215374723571,Sager + Wilde,51.530919,-0.072164,Wine Bar
414,Enfield,51.54002362151675,-0.07750215374723571,Song Que Cafe,51.53069111901953,-0.07708650216838302,Vietnamese Restaurant
415,Enfield,51.54002362151675,-0.07750215374723571,Morito,51.530903807600346,-0.0721104801932266,Tapas Restaurant
416,Enfield,51.54002362151675,-0.07750215374723571,The Lion & Lamb,51.529620755733596,-0.08145973822022311,Pub
417,Enfield,51.54002362151675,-0.07750215374723571,Great Art,51.52932401648265,-0.07766355608242999,Arts and Crafts Store
418,Enfield,51.54002362151675,-0.07750215374723571,The Grocery,51.52887127007046,-0.07779734768381653,Organic Grocery
419,Enfield,51.54002362151675,-0.07750215374723571,Newington Green,51.54988938731332,-0.08695619070115966,Fruit and Vegetable Store
420,Enfield,51.54002362151675,-0.07750215374723571,High Water,51.55141529265735,-0.0750816406707803,Cocktail Bar
421,Enfield,51.54002362151675,-0.07750215374723571,Regent's Canal Towpath,51.53442121232678,-0.09360151979685864,Hiking Trail
422,Enfield,51.54002362151675,-0.07750215374723571,Lady Mildmay,51.55075249226329,-0.08472353340075671,Pub
423,Enfield,51.54002362151675,-0.07750215374723571,Friends of Ours,51.52916,-0.083724,Café
424,Enfield,51.54002362151675,-0.07750215374723571,The George & Vulture,51.52929382261947,-0.08368496983331977,Pub
425,Enfield,51.54002362151675,-0.07750215374723571,Butchers,51.52841019507888,-0.07569010374039832,Hair Salon
426,Enfield,51.54002362151675,-0.07750215374723571,Lizzy's on the Green,51.55132934951993,-0.08544761749558659,Café
427,Enfield,51.54002362151675,-0.07750215374723571,Happiness Forgets,51.527746,-0.081591,Cocktail Bar
428,Enfield,51.54002362151675,-0.07750215374723571,Curzon Hoxton,51.52885755,-0.08373857,Indie Movie Theater
429,Enfield,51.54002362151675,-0.07750215374723571,Dream Bags Jaguar Shoes,51.528090657835925,-0.07796470856276878,Cocktail Bar
430,Enfield,51.54002362151675,-0.07750215374723571,The Draft House Birdcage,51.52829404303038,-0.07119525083490423,Beer Bar
431,Enfield,51.54002362151675,-0.07750215374723571,Mikkeller Bar London,51.527319,-0.076964,Brewery
432,Enfield,51.54002362151675,-0.07750215374723571,Homeslice Pizza,51.52710033,-0.07968906,Pizzeria
433,Enfield,51.54002362151675,-0.07750215374723571,The Clove Club,51.52707038722568,-0.07946312427520752,Restaurant
434,Enfield,51.54002362151675,-0.07750215374723571,Nkora,51.52758237776449,-0.07678389890022475,Coffee Shop
435,Enfield,51.54002362151675,-0.07750215374723571,Perilla,51.552222,-0.085925,Modern European Restaurant
436,Enfield,51.54002362151675,-0.07750215374723571,The Bike Shed,51.52716467475097,-0.0785338000638642,Café
437,Enfield,51.54002362151675,-0.07750215374723571,Goodhood,51.526783761433826,-0.08052816568953669,Clothing Store
438,Enfield,51.54002362151675,-0.07750215374723571,Origin Coffee,51.526347014643754,-0.08120403288614247,Coffee Shop
439,Enfield,51.54002362151675,-0.07750215374723571,Meat Mission,51.52725369399527,-0.08258264589329778,Wine Bar
440,Enfield,51.54002362151675,-0.07750215374723571,Cay Tre,51.526752791458804,-0.08172616262779167,Vietnamese Restaurant
441,Enfield,51.54002362151675,-0.07750215374723571,The Blues Kitchen,51.5264647,-0.0801611,Bar
442,Enfield,51.54002362151675,-0.07750215374723571,Ruffians Barbers,51.52610458782038,-0.08097249599502869,Barbershop
443,Enfield,51.54002362151675,-0.07750215374723571,Paper & Cup,51.5262343496183,-0.0768667459487915,Coffee Shop
444,Enfield,51.54002362151675,-0.07750215374723571,Blacklock Shoreditch,51.52587901855644,-0.08181229596363633,Steakhouse
445,Enfield,51.54002362151675,-0.07750215374723571,Doughnut Time,51.52619475747188,-0.08549651724890489,Bakery
446,Enfield,51.54002362151675,-0.07750215374723571,Arnold Circus,51.5261167664394,-0.07512362463802999,Monument
447,Enfield,51.54002362151675,-0.07750215374723571,Nightjar,51.52645036141374,-0.0878602723694455,Cocktail Bar
448,Enfield,51.54002362151675,-0.07750215374723571,Bounce Old Street,51.52651758646078,-0.08451693953601697,Sports Bar
449,Enfield,51.54002362151675,-0.07750215374723571,Strongroom,51.52604641741373,-0.07971371599299767,Beer Bar
450,Greenwich,51.47789000000006,-0.013339999999971042,One Friendly Place,51.472374,-0.015076,Speakeasy
451,Greenwich,51.47789000000006,-0.013339999999971042,Quaggy Café,51.471535,-0.01475215,Café
452,Greenwich,51.47789000000006,-0.013339999999971042,Pets at Home,51.47228436127282,-0.017071038921916415,Pet Supplies Store
453,Greenwich,51.47789000000006,-0.013339999999971042,The Waiting Room,51.478935,-0.025940984,Coffee Shop
454,Greenwich,51.47789000000006,-0.013339999999971042,Buster Mantis,51.478747729566436,-0.02582012839270399,Wine Bar
455,Greenwich,51.47789000000006,-0.013339999999971042,Chaplin's of London,51.47477095985563,-0.02472879916964923,Barbershop
456,Greenwich,51.47789000000006,-0.013339999999971042,London Velo,51.47541267198628,-0.02600495254972024,Coffee Shop
457,Greenwich,51.47789000000006,-0.013339999999971042,Marcella,51.479605,-0.026249,Italian Restaurant
458,Greenwich,51.47789000000006,-0.013339999999971042,The Full Nelson,51.474699,-0.025303,Cocktail Bar
459,Greenwich,51.47789000000006,-0.013339999999971042,Isla Ray,51.475837,-0.025998,Café
460,Greenwich,51.47789000000006,-0.013339999999971042,Greenwich Park,51.47752077622347,0.000858306884765625,Park
461,Greenwich,51.47789000000006,-0.013339999999971042,Lomond Coffee,51.478349355447506,-0.027025938034057617,Coffee Shop
462,Greenwich,51.47789000000006,-0.013339999999971042,Winemakers,51.480835,-0.02649352,Wine Bar
463,Greenwich,51.47789000000006,-0.013339999999971042,The Brookmill,51.4708490045668,-0.02186938195121117,Beer Bar
464,Greenwich,51.47789000000006,-0.013339999999971042,The Greenhouse Deptford,51.47531326162862,-0.028150998264635928,Café
465,Greenwich,51.47789000000006,-0.013339999999971042,The Dog & Bell,51.483331,-0.025814,Pub
466,Greenwich,51.47789000000006,-0.013339999999971042,Greenwich Park Playground,51.4817035131026,0.00044528670583301994,Playground
467,Greenwich,51.47789000000006,-0.013339999999971042,One Tree Hill,51.47992294632489,0.0009334087371826171,Scenic Lookout
468,Greenwich,51.47789000000006,-0.013339999999971042,Costa Coffee,51.472908,-0.017306,"Cafes, Coffee, and Tea Houses"
469,Greenwich,51.47789000000006,-0.013339999999971042,Royal Albert,51.47524591834529,-0.028764076137044122,Pub
470,Greenwich,51.47789000000006,-0.013339999999971042,Black Eye Coffee,51.48403,0.000938,Coffee Shop
471,Greenwich,51.47789000000006,-0.013339999999971042,Theatre of Wine,51.48384042062859,0.0006032636734001726,Liquor Store
472,Greenwich,51.47789000000006,-0.013339999999971042,Zaibatsu,51.484094935271536,0.0013760901353406733,Japanese Restaurant
473,Greenwich,51.47789000000006,-0.013339999999971042,Greenwich Park Flower Garden,51.475983324676235,0.0052708537344745374,Landmarks and Outdoors
474,Greenwich,51.47789000000006,-0.013339999999971042,Brockley Market,51.46798006889389,-0.02479471423941355,Farmers' Market
475,Greenwich,51.47789000000006,-0.013339999999971042,Trafalgar Cafe,51.484017,0.001436,Café
476,Greenwich,51.47789000000006,-0.013339999999971042,Sefa Restaurant,51.48452386441716,0.002536717924439898,Turkish Restaurant
477,Greenwich,51.47789000000006,-0.013339999999971042,Dark Fluid,51.46798078057207,-0.024662132312665935,"Cafes, Coffee, and Tea Houses"
478,Greenwich,51.47789000000006,-0.013339999999971042,Meze Mangal,51.46949340691928,-0.02765590551113475,Turkish Restaurant
479,Greenwich,51.47789000000006,-0.013339999999971042,Maggie's Cafe Restaurant,51.46537957272932,-0.011213018572287086,Café
480,Greenwich,51.47789000000006,-0.013339999999971042,Pathiri,51.484337,0.002112,South Indian Restaurant
